uid	ec	organism	organism_id
P21225	3.2.1.14	Pisum sativum (Garden pea)	3888
P9WQC3	1.1.1.1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
D4AMT2	3.5.1.2	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	663331
Q9M6E2	2.3.1.167	Taxus cuspidata (Japanese yew)	99806
P85089	2.4.1.5	Leuconostoc mesenteroides	1245
Q9UZK4	2.7.4.3	Pyrococcus abyssi (strain GE5 / Orsay)	272844
Q5HE13	4.1.2.40	Staphylococcus aureus (strain COL)	93062
P84073	3.2.2.22	Luffa aegyptiaca (Sponge gourd) (Luffa cylindrica)	3670
P84072	3.2.2.22	Momordica charantia (Bitter gourd) (Balsam pear)	3673
P83707	1.15.1.1	Delftia acidovorans (Pseudomonas acidovorans) (Comamonas acidovorans)	80866
Q58844	3.1.21.4	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	243232
Q7X3T2	3.1.1.81	Arthrobacter sp.	1667
Q1QV19	5.1.1.8	Chromohalobacter salexigens (strain DSM 3043 / ATCC BAA-138 / NCIMB 13768)	290398
Q6T1W7	2.3.1.197	Aneurinibacillus thermoaerophilus	143495
Q07940	3.2.1.4	Ruminococcus albus	1264
P80906	1.2.7.3	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	79929
Q5NP65	1.17.8.1	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	264203
P9WNN3	4.2.1.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
D9TT10	2.7.1.11	Thermoanaerobacterium thermosaccharolyticum (strain ATCC 7956 / DSM 571 / NCIB 9385 / NCA 3814) (Clostridium thermosaccharolyticum)	580327
P66726	2.7.7.6	Staphylococcus aureus (strain N315)	158879
Q9AHD4	3.1.3.48	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187
P13129	1.13.12.7	Luciola cruciata (Japanese firefly) (Genji firefly)	7051
P0AE05	2.7.7.46	Klebsiella pneumoniae	573
B1JL34	2.4.2.1	Yersinia pseudotuberculosis serotype O:3 (strain YPIII)	502800
C5ZMD2	5.1.1.8	Burkholderia pseudomallei (strain 1106b)	357347
P80573	5.3.3.4	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Cupriavidus necator (strain JMP 134))	264198
P11405	3.1.21.4	Moraxella sp.	479
P27027	4.2.2.10	Pseudomonas marginalis	298
P67572	6.1.1.22	Staphylococcus aureus (strain N315)	158879
Q7W980	2.3.1.178	Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253)	257311
P72357	1.1.1.28	Staphylococcus aureus	1280
Q6NEL2	1.8.4.11	Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis)	257309
Q02E25	2.7.7.6	Pseudomonas aeruginosa (strain UCBPP-PA14)	208963
P80902	1.2.7.1	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	79929
Q92Y45	1.8.4.11	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	266834
G0GBS4	2.4.1.352	Spirochaeta thermophila (strain ATCC 700085 / DSM 6578 / Z-1203)	869211
Q56774	2.4.1.252	Xanthomonas campestris	339
Q72D36	4.3.2.1	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)	882
P59701	3.5.1.49	Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711)	226900
F5HFA1	3.2.2.27	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	868565
P18952	3.1.1.32	Serratia liquefaciens	614
O67502	4.2.1.20	Aquifex aeolicus (strain VF5)	224324
P99177	2.8.1.7	Staphylococcus aureus (strain N315)	158879
Q6R4B4	2.5.1.18	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	5599
P42316	2.8.3.5	Bacillus subtilis (strain 168)	224308
Q9PIF1	4.2.1.20	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	192222
P16608	4.2.1.20	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	262724
P71035	3.5.1.5	Bacillus subtilis (strain 168)	224308
P80094	1.1.1.306	Amycolatopsis methanolica	1814
Q9HVR0	3.5.2.9	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	208964
P54461	2.1.1.193	Bacillus subtilis (strain 168)	224308
P35050	3.4.21.4	Penaeus monodon (Giant tiger prawn)	6687
D4AZY1	3.1.1.47	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	663331
Q7A6A2	3.1.1.103	Staphylococcus aureus (strain N315)	158879
Q7T6Y4	2.7.7.7	Acanthamoeba polyphaga mimivirus (APMV)	212035
Q9PPK3	6.1.1.14	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	192222
O67081	6.1.1.14	Aquifex aeolicus (strain VF5)	224324
Q5ZVY3	4.2.1.20	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	272624
P52283	3.1.21.4	Paramecium bursaria Chlorella virus IL3A (PBCV-IL3A)	46019
Q82ZC9	4.2.1.8	Enterococcus faecalis (strain ATCC 700802 / V583)	226185
P44417	2.4.2.1	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	71421
Q5EEL8	2.4.2.1	Bacillus cereus	1396
D4AZ78	3.1.1.3	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	663331
P23029	3.2.2.22	Trichosanthes kirilowii (Chinese snake gourd) (Chinese cucumber)	3677
P9WGA9	2.1.1.132	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P08692	1.20.4.1	Escherichia coli	562
O27099	3.5.4.10	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	187420
Q99W05	6.1.1.19	Staphylococcus aureus (strain N315)	158879
P43870	3.1.21.4	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	71421
P62374	6.1.1.21	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	262724
Q5JJC9	2.7.7.6	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	69014
P9WPW3	2.8.3.5	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q9XDH5	2.7.7.7	Thermus aquaticus	271
P45493	3.5.1.32	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	192222
Q836H8	2.3.1.89	Enterococcus faecalis (strain ATCC 700802 / V583)	226185
B5GS26	4.2.3.97	Streptomyces clavuligerus	1901
Q9WY59	6.1.1.14	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	243274
Q5UQ96	3.6.4.13	Acanthamoeba polyphaga mimivirus (APMV)	212035
P17339	3.5.1.5	Morganella morganii (Proteus morganii)	582
Q5NE80	4.2.1.20	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416
P17338	3.5.1.5	Morganella morganii (Proteus morganii)	582
P9WNN7	4.2.1.17	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
D5SJ87	5.5.1.30	Streptomyces clavuligerus	1901
Q9KAG8	2.7.1.92	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	272558
P0C7B6	6.3.1.2	Dictyostelium discoideum (Slime mold)	44689
Q51804	1.2.7.1	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	186497
P24571	2.3.3.9	Cucurbita maxima (Pumpkin) (Winter squash)	3661
P06564	3.2.1.4	Bacillus akibai (strain ATCC 43226 / DSM 21942 / JCM 9157 / 1139)	1236973
D2KKB4	1.4.3.2	Amanita phalloides (Death cap)	67723
P0C2S2	3.2.1.4	Hungateiclostridium thermocellum (Clostridium thermocellum)	1515
O50105	2.5.1.46	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	70601
Q9A874	5.3.1.12	Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus)	190650
Q7T6X3	3.6.4.13	Acanthamoeba polyphaga mimivirus (APMV)	212035
P9WGA3	2.1.1.144	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q8YMC2	6.1.1.21	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	103690
Q97P33	4.2.1.20	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187
Q81MQ2	2.3.1.89	Bacillus anthracis	1392
Q2RM91	6.3.4.3	Moorella thermoacetica (strain ATCC 39073 / JCM 9320)	264732
Q9A919	3.8.1.5	Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus)	190650
Q7A2S0	2.3.1.89	Staphylococcus aureus (strain Mu50 / ATCC 700699)	158878
P60053	4.1.2.13	Porphyromonas gingivalis (strain ATCC BAA-308 / W83)	242619
P65618	2.1.3.2	Staphylococcus aureus (strain N315)	158879
A6T9H1	1.3.3.11	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	272620
Q9ZL45	2.7.7.75	Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99)	85963
P0A0Z8	2.7.7.43	Neisseria meningitidis	487
P85976	1.11.1.7	Cycas revoluta (Sago palm)	3396
O58714	3.5.2.9	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	70601
Q02189	1.3.7.2	Synechococcus sp. (strain WH8020)	32052
Q837U5	3.5.3.12	Enterococcus faecalis (strain ATCC 700802 / V583)	226185
P99139	2.10.1.1	Staphylococcus aureus (strain N315)	158879
O87691	1.3.1.106	Bacillus megaterium	1404
Q7TXE1	4.2.1.17	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	233413
P85218	3.2.1.4	Hypocrea rufa (Trichoderma viride)	5547
P81361	1.11.1.15	Clostridium pasteurianum	1501
Q53WG6	3.5.2.9	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	300852
A0R2K7	4.2.1.96	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196
P83157	1.15.1.1	Anabaena sp. (strain L31)	29412
Q8SSM8	4.1.2.13	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	284813
P85432	1.11.1.7	Cycas revoluta (Sago palm)	3396
Q5JDM8	2.7.7.6	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	69014
P85346	1.11.1.7	Cycas revoluta (Sago palm)	3396
P85349	1.11.1.7	Cycas revoluta (Sago palm)	3396
P85348	1.11.1.7	Cycas revoluta (Sago palm)	3396
Q9RWH9	3.2.2.27	Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)	243230
P29565	3.1.21.4	Methanothermobacter thermautotrophicus (Methanobacterium thermoformicicum)	145262
A4VVI4	4.2.1.8	Streptococcus suis (strain 05ZYH33)	391295
P29566	3.1.21.4	Methanothermobacter thermautotrophicus (Methanobacterium thermoformicicum)	145262
Q5X5Q1	4.2.1.20	Legionella pneumophila (strain Paris)	297246
Q83VZ5	4.2.1.132	Comamonas testosteroni (Pseudomonas testosteroni)	285
P99098	1.15.1.1	Staphylococcus aureus (strain N315)	158879
P66831	1.15.1.1	Staphylococcus aureus (strain N315)	158879
Q1QWN5	1.1.1.338	Chromohalobacter salexigens (strain DSM 3043 / ATCC BAA-138 / NCIMB 13768)	290398
P49426	3.2.1.58	Cochliobolus carbonum (Maize leaf spot fungus) (Bipolaris zeicola)	5017
Q07505	3.1.1.45	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q6N140	2.7.4.1	Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009)	258594
Q43922	4.2.1.118	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	62977
A1VZ59	6.1.1.14	Campylobacter jejuni subsp. jejuni serotype O:23/36 (strain 81-176)	354242
Q2SWE3	6.1.1.21	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264)	271848
P0A0Z7	2.7.7.43	Neisseria meningitidis serogroup B (strain MC58)	122586
O87697	3.7.1.12	Bacillus megaterium	1404
Q08GP4	3.1.1.81	Bacillus cereus	1396
Q1QBB9	3.8.1.5	Psychrobacter cryohalolentis (strain K5)	335284
Q5UQW0	3.6.4.13	Acanthamoeba polyphaga mimivirus (APMV)	212035
O53076	6.2.1.22	Leuconostoc mesenteroides subsp. cremoris	33965
Q8RMD4	2.7.1.187	Actinoplanes sp. (strain ATCC 31044 / CBS 674.73 / SE50/110)	134676
Q51718	3.1.1.76	Pseudomonas fluorescens	294
A4FG19	4.2.3.118	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	405948
Q9HVC3	3.1.1.29	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	208964
B0VKR7	6.1.1.21	Acinetobacter baumannii (strain SDF)	509170
P0A459	3.1.21.4	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187
Q00277	1.11.1.9	Schistosoma mansoni (Blood fluke)	6183
P0A010	4.1.2.40	Staphylococcus aureus (strain N315)	158879
P12322	3.4.21.35	Cavia porcellus (Guinea pig)	10141
P65446	1.8.4.11	Staphylococcus aureus (strain N315)	158879
P00723	3.2.1.23	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	284590
P99117	4.1.2.13	Staphylococcus aureus (strain N315)	158879
P63554	3.5.3.6	Staphylococcus aureus (strain N315)	158879
Q74MJ7	7.1.2.2	Nanoarchaeum equitans (strain Kin4-M)	228908
Q833W9	2.7.1.144	Enterococcus faecalis (strain ATCC 700802 / V583)	226185
P44645	2.7.7.75	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	71421
L0D9B6	2.1.1.344	Singulisphaera acidiphila (strain ATCC BAA-1392 / DSM 18658 / VKM B-2454 / MOB10)	886293
P00650	3.1.27.3	Saccharopolyspora erythraea (Streptomyces erythraeus)	1836
Q57832	2.7.7.6	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	243232
P42874	3.5.1.5	Staphylococcus xylosus	1288
Q554D9	6.1.1.22	Dictyostelium discoideum (Slime mold)	44689
Q83CW4	3.2.2.27	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	227377
Q9KVU4	2.1.2.9	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	243277
P26397	4.2.1.45	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q9KQ21	3.1.1.29	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	243277
O66937	2.4.1.25	Aquifex aeolicus (strain VF5)	224324
Q57648	2.7.7.6	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	243232
P07446	3.1.27.3	Penicillium brevicompactum	5074
P37321	3.5.2.6	Pseudomonas aeruginosa	287
A0R3D3	3.1.1.29	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196
Q9HLX5	6.1.1.21	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	273075
P75069	6.1.1.21	Mycoplasma pneumoniae (strain ATCC 29342 / M129)	272634
P84208	4.2.1.11	Imperata cylindrica (Cogon grass)	80369
Q8W3P8	2.4.1.263	Phaseolus angularis (Azuki bean) (Vigna angularis)	3914
Q5SHZ2	3.1.1.29	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	300852
O25094	2.3.1.202	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	85962
P80878	1.11.1.6	Bacillus subtilis (strain 168)	224308
O66105	5.2.1.8	Treponema pallidum (strain Nichols)	243276
Q934T0	2.1.3.2	Psychrobacter sp. (strain TAD1)	81861
A3KI17	4.2.3.118	Streptomyces ambofaciens (strain ATCC 23877 / 3486 / DSM 40053 / JCM 4204 / NBRC 12836 / NRRL B-2516)	278992
P9WGX1	2.1.1.193	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P85930	2.7.4.6	Pseudotsuga menziesii (Douglas-fir) (Abies menziesii)	3357
O06739	4.4.1.19	Bacillus subtilis (strain 168)	224308
P9WP39	3.1.1.74	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q2UG11	1.21.99.1	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	510516
Q0TTB4	6.3.2.6	Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A)	195103
Q07398	3.5.1.5	Bacillus sp. (strain TB-90)	36824
Q5NGZ6	3.1.1.29	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)	177416
P80981	7.1.1.9	Thunnus obesus (Bigeye tuna)	8241
Q5HE12	2.7.1.144	Staphylococcus aureus (strain COL)	93062
P82609	2.8.2.1	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	7998
Q00465	3.2.2.22	Luffa aegyptiaca (Sponge gourd) (Luffa cylindrica)	3670
Q2FW96	1.1.1.17	Staphylococcus aureus (strain NCTC 8325)	93061
A5F686	3.1.1.29	Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395)	345073
P80980	7.1.1.9	Thunnus obesus (Bigeye tuna)	8241
Q9UX16	2.1.1.282	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	273057
P0CT85	3.1.1.73	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006) (Penicillium stipitatum)	441959
Q7A627	2.7.2.2	Staphylococcus aureus (strain N315)	158879
P81357	4.2.1.150	Clostridium pasteurianum	1501
P9WP27	1.4.3.3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P19918	1.2.5.3	Pseudomonas carboxydohydrogena	290
P65752	3.6.1.1	Staphylococcus aureus (strain Mu50 / ATCC 700699)	158878
P67768	3.2.1.85	Staphylococcus aureus (strain N315)	158879
Q2GHH2	6.3.2.6	Ehrlichia chaffeensis (strain ATCC CRL-10679 / Arkansas)	205920
P81344	2.7.1.40	Clostridium pasteurianum	1501
O96771	6.1.1.2	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	284813
P50183	3.1.21.4	Neisseria lactamica	486
P17877	3.2.1.4	Ruminiclostridium josui (Clostridium josui)	1499
P83155	4.1.2.13	Anabaena sp. (strain L31)	29412
Q8VQ15	1.15.1.1	Staphylococcus epidermidis	1282
Q6GJ88	3.2.2.27	Staphylococcus aureus (strain MRSA252)	282458
Q51802	1.2.7.7	Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1)	186497
Q8SQW6	2.7.7.14	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	284813
Q0PAS1	5.2.1.8	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	192222
P86348	3.1.3.1	Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	36307
Q82VD1	3.5.4.16	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	228410
P34154	3.4.21.32	Chionoecetes opilio (Crab-beetle)	41210
P21687	5.5.1.19	Pantoea ananas (Erwinia uredovora)	553
Q970Q8	2.7.4.9	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) (Sulfolobus tokodaii)	273063
Q53728	3.1.4.4	Streptomyces antibioticus	1890
P83726	1.1.1.42	Naegleria fowleri (Brain eating amoeba)	5763
P85355	3.2.1.14	Taxus baccata (English yew)	25629
P85337	3.2.1.14	Taxus baccata (English yew)	25629
Q2T1B9	3.1.1.29	Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264)	271848
Q9KHV6	3.1.21.4	Thalassobius gelatinovorus (Ruegeria gelatinovora)	53501
P24113	1.14.14.3	Photobacterium phosphoreum	659
Q50LE4	2.7.7.48	Human picobirnavirus (strain Human/Thailand/Hy005102/-) (PBV)	647332
C3LPI9	3.1.1.29	Vibrio cholerae serotype O1 (strain M66-2)	579112
P99065	1.8.4.12	Staphylococcus aureus (strain N315)	158879
O86034	1.1.1.30	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	266834
O52512	3.1.21.4	Streptomyces fimbriatus	68197
P64225	2.1.2.10	Staphylococcus aureus (strain N315)	158879
Q7A535	6.3.4.3	Staphylococcus aureus (strain N315)	158879
P99115	1.1.5.4	Staphylococcus aureus (strain N315)	158879
O57978	6.3.2.6	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	70601
Q07296	6.3.2.6	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187
P80541	1.1.1.37	Stenotrophomonas maltophilia (Pseudomonas maltophilia) (Xanthomonas maltophilia)	40324
Q58895	3.1.21.4	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	243232
P80143	3.6.1.27	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	330779
O59147	6.1.1.19	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	70601
Q5SLL0	4.3.2.1	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	300852
P19833	3.1.1.3	Moraxella sp. (strain TA144)	77152
P12321	2.4.2.18	Serratia marcescens	615
Q8R1F5	5.3.1.22	Mus musculus (Mouse)	10090
P60527	3.8.1.2	Agrobacterium tumefaciens (strain RS5)	260551
P39049	4.2.2.3	Photobacterium sp. (strain ATCC 43367)	39004
Q56319	4.1.1.48	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	243274
P80892	1.8.1.9	Aliivibrio fischeri (Vibrio fischeri)	668
Q9HL27	5.4.2.12	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	273075
Q820A6	1.2.4.1	Staphylococcus aureus (strain N315)	158879
A0A0S1RVB0	2.7.8.7	Paxillus involutus (Naked brimcap)	71150
P85964	4.2.3.38	Pseudotsuga menziesii (Douglas-fir) (Abies menziesii)	3357
P83601	1.2.1.12	Naegleria fowleri (Brain eating amoeba)	5763
Q7M515	3.1.27.3	Aspergillus pallidus	29839
P54974	5.5.1.19	Paracoccus sp. (strain N81106 / MBIC 01143) (Agrobacterium aurantiacum)	81397
O66552	2.1.1.193	Aquifex aeolicus (strain VF5)	224324
P98185	3.2.2.22	Saponaria officinalis (Common soapwort) (Lychnis saponaria)	3572
P39761	3.5.4.2	Bacillus subtilis (strain 168)	224308
P85954	1.2.1.12	Pseudotsuga menziesii (Douglas-fir) (Abies menziesii)	3357
Q9I154	2.7.4.1	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	208964
P44627	2.1.1.193	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	71421
P29605	3.1.1.3	Burkholderia cepacia (Pseudomonas cepacia)	292
P81710	3.2.1.17	Equus caballus (Horse)	9796
Q8RMD1	5.1.3.35	Actinoplanes sp. (strain ATCC 31044 / CBS 674.73 / SE50/110)	134676
D2D3B6	3.1.1.87	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	33050
P0CL77	2.7.7.7	Pyrococcus abyssi (strain GE5 / Orsay)	272844
Q10735	3.4.23.2	Sus scrofa (Pig)	9823
P0CW66	6.1.1.6	Methanococcus maripaludis (Methanococcus deltae)	39152
Q9KBQ3	2.7.1.16	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	272558
D4AXL1	3.5.2.6	Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes)	663331
Q5UQU2	3.6.4.13	Acanthamoeba polyphaga mimivirus (APMV)	212035
P83049	1.1.1.9	Sus scrofa (Pig)	9823
Q7A3W1	1.18.1.2	Staphylococcus aureus (strain N315)	158879
P71362	4.1.1.86	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	71421
O57742	5.4.2.12	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	70601
P80464	1.3.99.17	Comamonas testosteroni (Pseudomonas testosteroni)	285
Q7T6X5	2.7.7.6	Acanthamoeba polyphaga mimivirus (APMV)	212035
A0A0H3JU78	5.1.1.24	Staphylococcus aureus (strain Mu50 / ATCC 700699)	158878
P9WQ95	3.5.1.4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q58723	3.1.21.4	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	243232
P81347	2.3.1.9	Clostridium pasteurianum	1501
P85910	6.3.4.5	Pseudotsuga menziesii (Douglas-fir) (Abies menziesii)	3357
Q8ZK57	1.1.1.18	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q9EWK0	3.6.1.31	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	100226
Q7P0E6	3.6.1.31	Chromobacterium violaceum (strain ATCC 12472 / DSM 30191 / JCM 1249 / NBRC 12614 / NCIMB 9131 / NCTC 9757)	243365
P29137	3.2.1.14	Castanea sativa (Sweet chestnut)	21020
P73242	2.3.1.39	Synechocystis sp. (strain PCC 6803 / Kazusa)	1111708
P85440	1.1.1.1	Catharanthus roseus (Madagascar periwinkle) (Vinca rosea)	4058
Q83PQ0	1.1.1.17	Shigella flexneri	623
P80465	1.3.99.17	Comamonas testosteroni (Pseudomonas testosteroni)	285
P80659	2.7.2.3	Physcomitrella patens subsp. patens (Moss)	3218
P86000	1.11.1.7	Capsicum annuum (Capsicum pepper)	4072
